category,display_name,id,cfs,definition,source,time,method,formula,equipment,link
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average central sleep apnea length,avgcsalength,avcarba3,"Average Central Apnea length w/ arousals (REM, Back, 3% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average central sleep apnea length,avgcsalength,avcarba4,"Average Central Apnea length w/ arousals (REM, Back, 4% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average central sleep apnea length,avgcsalength,avcarba5,"Average Central Apnea length w/ arousals (REM, Back, 5% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average central sleep apnea length,avgcsalength,avcarbp,"Average Central Apnea length (REM, Back, all oxygen desaturations)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average central sleep apnea length,avgcsalength,avcarbp2,"Average Central Apnea length (REM, Back, 2% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average central sleep apnea length,avgcsalength,avcarbp3,"Average Central Apnea length (REM, Back, 3% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average central sleep apnea length,avgcsalength,avcarbp4,"Average Central Apnea length (REM, Back, 4% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average central sleep apnea length,avgcsalength,avcarbp5,"Average Central Apnea length (REM, Back, 5% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average central sleep apnea length,avgcsalength,avcaroa,"Average Central Apnea length w/ arousals (REM, Other, all oxygen desaturations)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average central sleep apnea length,avgcsalength,avcaroa2,"Average Central Apnea length w/ arousals (REM, Other, 2% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average central sleep apnea length,avgcsalength,avcaroa3,"Average Central Apnea length w/ arousals (REM, Other, 3% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average central sleep apnea length,avgcsalength,avcaroa4,"Average Central Apnea length w/ arousals (REM, Other, 4% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average central sleep apnea length,avgcsalength,avcaroa5,"Average Central Apnea length w/ arousals (REM, Other, 5% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average central sleep apnea length,avgcsalength,avcarop,"Average Central Apnea length (REM, Other, all oxygen desaturations)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average central sleep apnea length,avgcsalength,avcarop2,"Average Central Apnea length (REM, Other, 2% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average central sleep apnea length,avgcsalength,avcarop3,"Average Central Apnea length (REM, Other, 3% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average central sleep apnea length,avgcsalength,avcarop4,"Average Central Apnea length (REM, Other, 4% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average central sleep apnea length,avgcsalength,avcarop5,"Average Central Apnea length (REM, Other, 5% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average central sleep apnea length,avgcsalength,cavgdur,Average central apnea length,CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oanba,"Number of Obstructive Apnea w/ arousals (NREM, Back, all oxygen desaturations)",CFS,Visit 5,Measured,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oanba2,"Number of Obstructive Apnea w/ arousals (NREM, Back, 2% oxygen desaturation)",CFS,Visit 5,Measured,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oanba3,"Number of Obstructive Apnea w/ arousals (NREM, Back, 3% oxygen desaturation)",CFS,Visit 5,Measured,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oanba4,"Number of Obstructive Apnea w/ arousals (NREM, Back, 4% oxygen desaturation)",CFS,Visit 5,Measured,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oanba5,"Number of Obstructive Apnea w/ arousals (NREM, Back, 5% oxygen desaturation)",CFS,Visit 5,Measured,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oanbp,"Number of Obstructive Apnea (NREM, Back, all oxygen desaturations)",CFS,Visit 5,Measured,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oanbp2,"Number of Obstructive Apnea (NREM, Back, 2% oxygen desaturation)",CFS,Visit 5,Measured,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oanbp3,"Number of Obstructive Apnea (NREM, Back, 3% oxygen desaturation)",CFS,Visit 5,Measured,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oanbp4,"Number of Obstructive Apnea (NREM, Back, 4% oxygen desaturation)",CFS,Visit 5,Measured,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oanbp5,"Number of Obstructive Apnea (NREM, Back, 5% oxygen desaturation)",CFS,Visit 5,Measured,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oanoa,"Number of Obstructive Apnea w/ arousals (NREM, Other, all oxygen desaturations)",CFS,Visit 5,Measured,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oanoa2,"Number of Obstructive Apnea w/ arousals (NREM, Other, 2% oxygen desaturation)",CFS,Visit 5,Measured,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oanoa3,"Number of Obstructive Apnea w/ arousals (NREM, Other, 3% oxygen desaturation)",CFS,Visit 5,Measured,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oanoa4,"Number of Obstructive Apnea w/ arousals (NREM, Other, 4% oxygen desaturation)",CFS,Visit 5,Measured,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oanoa5,"Number of Obstructive Apnea w/ arousals (NREM, Other, 5% oxygen desaturation)",CFS,Visit 5,Measured,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oanop,"Number of Obstructive Apnea (NREM, Other, all oxygen desaturations)",CFS,Visit 5,Measured,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oanop2,"Number of Obstructive Apnea (NREM, Other, 2% oxygen desaturation)",CFS,Visit 5,Measured,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oanop3,"Number of Obstructive Apnea (NREM, Other, 3% oxygen desaturation)",CFS,Visit 5,Measured,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oanop4,"Number of Obstructive Apnea (NREM, Other, 4% oxygen desaturation)",CFS,Visit 5,Measured,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oanop5,"Number of Obstructive Apnea (NREM, Other, 5% oxygen desaturation)",CFS,Visit 5,Measured,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oarba,"Number of Obstructive Apnea w/ arousals (REM, Back, all oxygen desaturations)",CFS,Visit 5,Measured,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oarba2,"Number of Obstructive Apnea w/ arousals (REM, Back, 2% oxygen desaturation)",CFS,Visit 5,Measured,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oarba3,"Number of Obstructive Apnea w/ arousals (REM, Back, 3% oxygen desaturation)",CFS,Visit 5,Measured,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oarba4,"Number of Obstructive Apnea w/ arousals (REM, Back, 4% oxygen desaturation)",CFS,Visit 5,Measured,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oarba5,"Number of Obstructive Apnea w/ arousals (REM, Back, 5% oxygen desaturation)",CFS,Visit 5,Measured,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oarbp,"Number of Obstructive Apnea (REM, Back, all oxygen desaturations)",CFS,Visit 5,Measured,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oarbp2,"Number of Obstructive Apnea (REM, Back, 2% oxygen desaturation)",CFS,Visit 5,Measured,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oarbp3,"Number of Obstructive Apnea (REM, Back, 3% oxygen desaturation)",CFS,Visit 5,Measured,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oarbp4,"Number of Obstructive Apnea (REM, Back, 4% oxygen desaturation)",CFS,Visit 5,Measured,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oarbp5,"Number of Obstructive Apnea (REM, Back, 5% oxygen desaturation)",CFS,Visit 5,Measured,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oaroa,"Number of Obstructive Apnea w/ arousals (REM, Other, all oxygen desaturations)",CFS,Visit 5,Measured,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oaroa2,"Number of Obstructive Apnea w/ arousals (REM, Other, 2% oxygen desaturation)",CFS,Visit 5,Measured,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oaroa3,"Number of Obstructive Apnea w/ arousals (REM, Other, 3% oxygen desaturation)",CFS,Visit 5,Measured,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oaroa4,"Number of Obstructive Apnea w/ arousals (REM, Other, 4% oxygen desaturation)",CFS,Visit 5,Measured,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oaroa5,"Number of Obstructive Apnea w/ arousals (REM, Other, 5% oxygen desaturation)",CFS,Visit 5,Measured,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oarop,"Number of Obstructive Apnea (REM, Other, all oxygen desaturations)",CFS,Visit 5,Measured,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oarop2,"Number of Obstructive Apnea (REM, Other, 2% oxygen desaturation)",CFS,Visit 5,Measured,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oarop3,"Number of Obstructive Apnea (REM, Other, 3% oxygen desaturation)",CFS,Visit 5,Measured,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oarop4,"Number of Obstructive Apnea (REM, Other, 4% oxygen desaturation)",CFS,Visit 5,Measured,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oarop5,"Number of Obstructive Apnea (REM, Other, 5% oxygen desaturation)",CFS,Visit 5,Measured,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardnba,"Obstructive Apnea per hour w/ arousals (NREM, Back, all oxygen desaturations)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardnba2,"Obstructive Apnea per hour w/ arousals (NREM, Back, 2% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardnba3,"Obstructive Apnea per hour w/ arousals (NREM, Back, 3% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardnba4,"Obstructive Apnea per hour w/ arousals (NREM, Back, 4% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardnba5,"Obstructive Apnea per hour w/ arousals (NREM, Back, 5% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardnbp,"Obstructive Apnea per hour (NREM, Back, all oxygen desaturations)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardnbp2,"Obstructive Apnea per hour (NREM, Back, 2% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardnbp3,"Obstructive Apnea per hour (NREM, Back, 3% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardnbp4,"Obstructive Apnea per hour (NREM, Back, 4% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardnbp5,"Obstructive Apnea per hour (NREM, Back, 5% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardnoa,"Obstructive Apnea per hour w/ arousals (NREM, Other, all oxygen desaturations)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardnoa2,"Obstructive Apnea per hour w/ arousals (NREM, Other, 2% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardnoa3,"Obstructive Apnea per hour w/ arousals (NREM, Other, 3% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardnoa4,"Obstructive Apnea per hour w/ arousals (NREM, Other, 4% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardnoa5,"Obstructive Apnea per hour w/ arousals (NREM, Other, 5% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardnop,"Obstructive Apnea per hour (NREM, Other, all oxygen desaturations)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardnop2,"Obstructive Apnea per hour (NREM, Other, 2% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardnop3,"Obstructive Apnea per hour (NREM, Other, 3% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardnop4,"Obstructive Apnea per hour (NREM, Other, 4% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardnop5,"Obstructive Apnea per hour (NREM, Other, 5% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardrba,"Obstructive Apnea per hour w/ arousals (REM, Back, all oxygen desaturations)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardrba2,"Obstructive Apnea per hour w/ arousals (REM, Back, 2% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardrba3,"Obstructive Apnea per hour w/ arousals (REM, Back, 3% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardrba4,"Obstructive Apnea per hour w/ arousals (REM, Back, 4% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardrba5,"Obstructive Apnea per hour w/ arousals (REM, Back, 5% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardrbp,"Obstructive Apnea per hour (REM, Back, all oxygen desaturations)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardrbp2,"Obstructive Apnea per hour (REM, Back, 2% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardrbp3,"Obstructive Apnea per hour (REM, Back, 3% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardrbp4,"Obstructive Apnea per hour (REM, Back, 4% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardrbp5,"Obstructive Apnea per hour (REM, Back, 5% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardroa,"Obstructive Apnea per hour w/ arousals (REM, Other, all oxygen desaturations)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardroa2,"Obstructive Apnea per hour w/ arousals (REM, Other, 2% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardroa3,"Obstructive Apnea per hour w/ arousals (REM, Other, 3% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardroa4,"Obstructive Apnea per hour w/ arousals (REM, Other, 4% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardroa5,"Obstructive Apnea per hour w/ arousals (REM, Other, 5% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardrop,"Obstructive Apnea per hour (REM, Other, all oxygen desaturations)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardrop2,"Obstructive Apnea per hour (REM, Other, 2% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardrop3,"Obstructive Apnea per hour (REM, Other, 3% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardrop4,"Obstructive Apnea per hour (REM, Other, 4% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardrop5,"Obstructive Apnea per hour (REM, Other, 5% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,avoanba,"Average Obstructive Apnea length w/ arousals (NREM, Back, all oxygen desaturations)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average obstructive sleep apnea length,avgosalength,avoanba2,"Average Obstructive Apnea length w/ arousals (NREM, Back, 2% oxygen desaturation)",CFS,Visit 5,Calculated,,Edentec PSG monitor; Compumedics ProFusion PSG 2 scoring software,
