category,display_name,id,sof,definition,source,time,method,formula,equipment,link
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apneas/hour,csaperhr,cardrba3,"Central Apnea per hour w/ arousals (REM, Back, 3% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apneas/hour,csaperhr,cardrba4,"Central Apnea per hour w/ arousals (REM, Back, 4% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apneas/hour,csaperhr,cardrba5,"Central Apnea per hour w/ arousals (REM, Back, 5% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apneas/hour,csaperhr,cardrbp,"Central Apnea per hour (REM, Back, all oxygen desaturations)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apneas/hour,csaperhr,cardrbp2,"Central Apnea per hour (REM, Back, 2% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apneas/hour,csaperhr,cardrbp3,"Central Apnea per hour (REM, Back, 3% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apneas/hour,csaperhr,cardrbp4,"Central Apnea per hour (REM, Back, 4% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apneas/hour,csaperhr,cardrbp5,"Central Apnea per hour (REM, Back, 5% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apneas/hour,csaperhr,cardroa,"Central Apnea per hour w/ arousals (REM, Other, all oxygen desaturations)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apneas/hour,csaperhr,cardroa2,"Central Apnea per hour w/ arousals (REM, Other, 2% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apneas/hour,csaperhr,cardroa3,"Central Apnea per hour w/ arousals (REM, Other, 3% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apneas/hour,csaperhr,cardroa4,"Central Apnea per hour w/ arousals (REM, Other, 4% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apneas/hour,csaperhr,cardroa5,"Central Apnea per hour w/ arousals (REM, Other, 5% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apneas/hour,csaperhr,cardrop,"Central Apnea per hour (REM, Other, all oxygen desaturations)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apneas/hour,csaperhr,cardrop2,"Central Apnea per hour (REM, Other, 2% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apneas/hour,csaperhr,cardrop3,"Central Apnea per hour (REM, Other, 3% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apneas/hour,csaperhr,cardrop4,"Central Apnea per hour (REM, Other, 4% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Central sleep apneas/hour,csaperhr,cardrop5,"Central Apnea per hour (REM, Other, 5% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Average central sleep apnea length,avgcsalength,,,,,,,,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oanba,"Number of Obstructive Apnea w/ arousals (NREM, Back, all oxygen desaturations)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oanba2,"Number of Obstructive Apnea w/ arousals (NREM, Back, 2% oxygen desaturation)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oanba3,"Number of Obstructive Apnea w/ arousals (NREM, Back, 3% oxygen desaturation)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oanba4,"Number of Obstructive Apnea w/ arousals (NREM, Back, 4% oxygen desaturation)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oanba5,"Number of Obstructive Apnea w/ arousals (NREM, Back, 5% oxygen desaturation)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oanbp,"Number of Obstructive Apnea (NREM, Back, all oxygen desaturations)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oanbp2,"Number of Obstructive Apnea (NREM, Back, 2% oxygen desaturation)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oanbp3,"Number of Obstructive Apnea (NREM, Back, 3% oxygen desaturation)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oanbp4,"Number of Obstructive Apnea (NREM, Back, 4% oxygen desaturation)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oanbp5,"Number of Obstructive Apnea (NREM, Back, 5% oxygen desaturation)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oanoa,"Number of Obstructive Apnea w/ arousals (NREM, Other, all oxygen desaturations)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oanoa2,"Number of Obstructive Apnea w/ arousals (NREM, Other, 2% oxygen desaturation)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oanoa3,"Number of Obstructive Apnea w/ arousals (NREM, Other, 3% oxygen desaturation)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oanoa4,"Number of Obstructive Apnea w/ arousals (NREM, Other, 4% oxygen desaturation)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oanoa5,"Number of Obstructive Apnea w/ arousals (NREM, Other, 5% oxygen desaturation)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oanop,"Number of Obstructive Apnea (NREM, Other, all oxygen desaturations)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oanop2,"Number of Obstructive Apnea (NREM, Other, 2% oxygen desaturation)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oanop3,"Number of Obstructive Apnea (NREM, Other, 3% oxygen desaturation)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oanop4,"Number of Obstructive Apnea (NREM, Other, 4% oxygen desaturation)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oanop5,"Number of Obstructive Apnea (NREM, Other, 5% oxygen desaturation)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oarba,"Number of Obstructive Apnea w/ arousals (REM, Back, all oxygen desaturations)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oarba2,"Number of Obstructive Apnea w/ arousals (REM, Back, 2% oxygen desaturation)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oarba3,"Number of Obstructive Apnea w/ arousals (REM, Back, 3% oxygen desaturation)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oarba4,"Number of Obstructive Apnea w/ arousals (REM, Back, 4% oxygen desaturation)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oarba5,"Number of Obstructive Apnea w/ arousals (REM, Back, 5% oxygen desaturation)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oarbp,"Number of Obstructive Apnea (REM, Back, all oxygen desaturations)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oarbp2,"Number of Obstructive Apnea (REM, Back, 2% oxygen desaturation)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oarbp3,"Number of Obstructive Apnea (REM, Back, 3% oxygen desaturation)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oarbp4,"Number of Obstructive Apnea (REM, Back, 4% oxygen desaturation)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oarbp5,"Number of Obstructive Apnea (REM, Back, 5% oxygen desaturation)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oaroa,"Number of Obstructive Apnea w/ arousals (REM, Other, all oxygen desaturations)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oaroa2,"Number of Obstructive Apnea w/ arousals (REM, Other, 2% oxygen desaturation)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oaroa3,"Number of Obstructive Apnea w/ arousals (REM, Other, 3% oxygen desaturation)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oaroa4,"Number of Obstructive Apnea w/ arousals (REM, Other, 4% oxygen desaturation)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oaroa5,"Number of Obstructive Apnea w/ arousals (REM, Other, 5% oxygen desaturation)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oarop,"Number of Obstructive Apnea (REM, Other, all oxygen desaturations)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oarop2,"Number of Obstructive Apnea (REM, Other, 2% oxygen desaturation)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oarop3,"Number of Obstructive Apnea (REM, Other, 3% oxygen desaturation)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oarop4,"Number of Obstructive Apnea (REM, Other, 4% oxygen desaturation)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleep apnea events,osaevent,oarop5,"Number of Obstructive Apnea (REM, Other, 5% oxygen desaturation)",SOF,Visit 8,Measured,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardnba,"Obstructive Apnea per hour w/ arousals (NREM, Back, all oxygen desaturations)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardnba2,"Obstructive Apnea per hour w/ arousals (NREM, Back, 2% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardnba3,"Obstructive Apnea per hour w/ arousals (NREM, Back, 3% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardnba4,"Obstructive Apnea per hour w/ arousals (NREM, Back, 4% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardnba5,"Obstructive Apnea per hour w/ arousals (NREM, Back, 5% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardnbp,"Obstructive Apnea per hour (NREM, Back, all oxygen desaturations)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardnbp2,"Obstructive Apnea per hour (NREM, Back, 2% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardnbp3,"Obstructive Apnea per hour (NREM, Back, 3% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardnbp4,"Obstructive Apnea per hour (NREM, Back, 4% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardnbp5,"Obstructive Apnea per hour (NREM, Back, 5% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardnoa,"Obstructive Apnea per hour w/ arousals (NREM, Other, all oxygen desaturations)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardnoa2,"Obstructive Apnea per hour w/ arousals (NREM, Other, 2% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardnoa3,"Obstructive Apnea per hour w/ arousals (NREM, Other, 3% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardnoa4,"Obstructive Apnea per hour w/ arousals (NREM, Other, 4% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardnoa5,"Obstructive Apnea per hour w/ arousals (NREM, Other, 5% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardnop,"Obstructive Apnea per hour (NREM, Other, all oxygen desaturations)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardnop2,"Obstructive Apnea per hour (NREM, Other, 2% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardnop3,"Obstructive Apnea per hour (NREM, Other, 3% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardnop4,"Obstructive Apnea per hour (NREM, Other, 4% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardnop5,"Obstructive Apnea per hour (NREM, Other, 5% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardrba,"Obstructive Apnea per hour w/ arousals (REM, Back, all oxygen desaturations)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardrba2,"Obstructive Apnea per hour w/ arousals (REM, Back, 2% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardrba3,"Obstructive Apnea per hour w/ arousals (REM, Back, 3% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardrba4,"Obstructive Apnea per hour w/ arousals (REM, Back, 4% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardrba5,"Obstructive Apnea per hour w/ arousals (REM, Back, 5% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardrbp,"Obstructive Apnea per hour (REM, Back, all oxygen desaturations)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardrbp2,"Obstructive Apnea per hour (REM, Back, 2% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardrbp3,"Obstructive Apnea per hour (REM, Back, 3% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardrbp4,"Obstructive Apnea per hour (REM, Back, 4% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardrbp5,"Obstructive Apnea per hour (REM, Back, 5% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardroa,"Obstructive Apnea per hour w/ arousals (REM, Other, all oxygen desaturations)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardroa2,"Obstructive Apnea per hour w/ arousals (REM, Other, 2% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardroa3,"Obstructive Apnea per hour w/ arousals (REM, Other, 3% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
08C1A - Sleep Study Data - Respiratory - Events - Apnea,Obstructive sleeps apneas/hour,osaperhr,oardroa4,"Obstructive Apnea per hour w/ arousals (REM, Other, 4% oxygen desaturation)",SOF,Visit 8,Calculated,,PSG recording system: Compumedics Siesta unit; PSG scoring software: Compumedics ProFusion PSG 1 ,
