concept,database,domain,code,display_name,new_domain,new_code
10A-SleepSymptoms-Snoring#habitsnoringfreq,CFS,snorvol,3,Louder than talking,noyes_hmn,1
10A-SleepSymptoms-Snoring#habitsnoringfreq,CFS,snorvol,4,Extremely loud - can be heard through a closed door,noyes_hmn,1
10A-SleepSymptoms-Snoring#habitsnoringfreq,CFS,snorvol,5,I haven't snored in the last month,noyes_hmn,0
10A-SleepSymptoms-Snoring#habitsnoringfreq,CFS,snorvol,-2,Don't know,noyes_hmn,8
10A-SleepSymptoms-Snoring#habitsnoringfreq,CFS,regsnor,1,The same with each breath,noyes_hmn,1
10A-SleepSymptoms-Snoring#habitsnoringfreq,CFS,regsnor,2,"Sometime loud, sometimes soft",noyes_hmn,1
10A-SleepSymptoms-Snoring#habitsnoringfreq,CFS,regsnor,3,I haven't snored in the last month,noyes_hmn,0
10A-SleepSymptoms-Snoring#habitsnoringfreq,CFS,regsnor,-2,Don't know,noyes_hmn,8
11-OtherSymptoms#persistwheez,CHAT,alwaysornever,0,Never,probfreq_hmn,0
11-OtherSymptoms#persistwheez,CHAT,alwaysornever,1,Rarely (less than once a week),probfreq_hmn,1
11-OtherSymptoms#persistwheez,CHAT,alwaysornever,2,Sometimes (1 to 2 times per week),probfreq_hmn,2
11-OtherSymptoms#persistwheez,CHAT,alwaysornever,3,Frequently (3 to 4 times per week),probfreq_hmn,3
11-OtherSymptoms#persistwheez,CHAT,alwaysornever,4,Always or almost always (5 to 7 times per week),probfreq_hmn,4
11-OtherSymptoms#persistwheez,CHAT,alwaysornever,88,Not sure,probfreq_hmn,88
11-OtherSymptoms#persistwheez,CFS,freq,0,Never,probfreq_hmn,0
11-OtherSymptoms#persistwheez,CFS,freq,1,Rarely,probfreq_hmn,1
11-OtherSymptoms#persistwheez,CFS,freq,2,Sometimes,probfreq_hmn,2
11-OtherSymptoms#persistwheez,CFS,freq,3,Frequently,probfreq_hmn,3
11-OtherSymptoms#persistwheez,CFS,freq,4,Always or almost always,probfreq_hmn,4
11-OtherSymptoms#persistwheez,CFS,freq,-2,Don't know,probfreq_hmn,88
08J-SleepStudyData-Quality#signalqualitycode,CHAT,signalofsleeptime,1,Signal good for < 25% of sleep time,sigqual_hmn,2
08J-SleepStudyData-Quality#signalqualitycode,CHAT,signalofsleeptime,2,Signal good for 25-49% of sleep time,sigqual_hmn,3
08J-SleepStudyData-Quality#signalqualitycode,CHAT,signalofsleeptime,3,Signal good for 50-74% of sleep time,sigqual_hmn,4
08J-SleepStudyData-Quality#signalqualitycode,CHAT,signalofsleeptime,4,Signal good for 75-94% of sleep time,sigqual_hmn,5
08J-SleepStudyData-Quality#signalqualitycode,CHAT,signalofsleeptime,5,Signal good for >=95% of sleep time,sigqual_hmn,6
08J-SleepStudyData-Quality#signalqualitycode,HEARTBEAT,studyqual,1,Fail,sigqual_hmn,1
08J-SleepStudyData-Quality#signalqualitycode,HEARTBEAT,studyqual,2,Poor/Diagnostic,sigqual_hmn,2
08J-SleepStudyData-Quality#signalqualitycode,HEARTBEAT,studyqual,3,Fair,sigqual_hmn,3
08J-SleepStudyData-Quality#signalqualitycode,HEARTBEAT,studyqual,4,Good,sigqual_hmn,4
08J-SleepStudyData-Quality#signalqualitycode,HEARTBEAT,studyqual,5,Excellent,sigqual_hmn,5
08J-SleepStudyData-Quality#signalqualitycode,HEARTBEAT,studyqual,6,Outstanding,sigqual_hmn,6
08J-SleepStudyData-Quality#signalqualitycode,CFS,sigqus2,1,Signal good for <25% of sleep time,sigqual_hmn,2
08J-SleepStudyData-Quality#signalqualitycode,CFS,sigqus2,2,Signal good for 25-49% of sleep time,sigqual_hmn,3
08J-SleepStudyData-Quality#signalqualitycode,CFS,sigqus2,3,Signal good for 50-74% of sleep time,sigqual_hmn,4
08J-SleepStudyData-Quality#signalqualitycode,CFS,sigqus2,4,Signal good for 75-94% of sleep time,sigqual_hmn,5
08J-SleepStudyData-Quality#signalqualitycode,CFS,sigqus2,5,Signal good for >95% of sleep time,sigqual_hmn,6
